First_pokemon,Second_pokemon,Winner,HP_diff,Atk_diff,Def_diff,SpAtk_diff,SpDef_diff,Spd_diff,1_2_Atk_Def,1_2_Atk_HP,1_2_SpAtk_SpDef,1_2_SpAtk_HP,2_1_Atk_Def,2_1_Atk_HP,2_1_SpAtk_SpDef,2_1_SpAtk_HP,Dmg_mul_1,Dmg_mul_2,Lgnd_1,Lgnd_2,Prio,Pkmn_1_win
7,53,7,18,-11,-2,49,5,70,4,24,29,49,17,17,-25,-18,4.0,0.25,0,0,0,1
394,578,394,-51,95,-25,8,-35,86,65,34,20,-1,-5,-10,47,42,2.0,0.0,0,0,0,1
631,287,631,42,65,41,30,41,15,54,57,19,22,-52,-50,-52,-50,1.0,1.0,0,0,0,1
607,640,607,-25,-13,10,-88,-10,36,-23,-38,-23,-28,-20,0,75,85,1.0,1.0,0,0,0,1
11,431,431,9,-7,-80,-5,-80,-32,-97,13,-95,15,-10,11,-10,11,1.0,1.0,0,1,1,0
670,383,383,-35,-20,-19,-5,-65,-26,-39,-55,-30,0,0,0,40,40,1.0,2.0,0,0,1,0
374,510,510,-17,18,15,-12,-25,-5,30,20,-10,-10,-3,19,27,19,0.5,2.0,0,0,1,0
200,516,200,-15,-90,-50,5,25,10,-80,-65,5,-55,60,40,-25,-45,4.0,1.0,0,0,0,1
54,658,658,-10,-22,-10,-57,-5,-63,-5,-15,-20,-30,27,17,42,37,1.0,1.0,0,0,1,0
573,240,573,-50,-47,-32,-7,-12,14,-27,-47,-7,-47,52,50,12,10,2.0,2.0,0,0,0,1
388,699,699,-21,105,10,-42,-22,-25,100,80,-12,8,-15,-4,52,71,1.0,1.0,0,0,1,0
511,95,95,0,22,-5,22,-10,-10,12,2,-3,2,-5,-20,-15,-20,2.0,2.0,0,0,1,0
267,607,607,30,57,10,28,20,-15,24,44,15,25,-43,-43,-33,-33,1.0,4.0,0,0,1,0
745,505,745,-8,-26,-5,-21,25,17,15,-3,0,-18,46,31,-4,11,1.0,2.0,0,0,0,1
710,5,710,50,93,47,45,30,26,102,106,55,66,-38,-37,-20,-29,2.0,1.0,1,0,0,1
493,177,177,-17,14,1,5,0,-8,26,5,-5,-35,11,8,-10,-23,1.0,1.0,0,0,1,0
564,686,686,0,-30,-31,-5,-1,-18,-15,10,-5,-10,46,40,1,-5,0.5,1.0,0,0,1,0
404,184,184,-30,-6,25,44,-5,-78,4,-1,34,29,-15,35,-5,15,1.0,1.0,0,0,1,0
50,550,550,-10,-25,-20,-50,-15,-85,-25,-5,-5,15,20,30,60,75,1.0,1.0,0,1,1,0
546,543,546,59,30,-6,-10,-6,13,14,29,14,29,-10,-60,30,-20,1.0,1.0,1,1,0,1
739,443,443,-1,-30,-3,35,58,-28,-5,-10,35,20,28,21,-58,-14,1.0,1.0,0,0,1,0
8,605,8,38,75,12,90,6,53,31,90,51,90,-56,-23,-45,-38,2.0,1.0,0,0,0,1
468,773,773,-22,-23,-12,-19,-14,-66,-22,-32,-5,-5,13,13,28,36,1.0,1.0,0,0,1,0
79,596,79,-10,-10,-5,0,60,6,0,-10,10,0,15,10,-50,10,1.0,0.5,0,0,0,1
568,216,216,25,50,30,-40,5,-5,50,50,-40,-15,-30,-25,-5,0,0.0,0.0,0,0,1,0
154,756,154,-2,25,-21,-25,0,58,19,23,-15,-22,15,0,10,5,1.0,1.0,0,0,0,1
501,732,501,30,31,47,-6,3,-79,41,34,-1,-10,-37,-27,2,-34,0.0,1.0,0,0,1,1
316,430,316,11,-90,25,-130,30,10,70,40,30,0,135,119,130,119,2.0,1.0,0,1,0,1
69,567,567,-40,-60,-50,70,-10,30,-45,-45,40,40,65,55,-20,10,1.0,1.0,0,0,0,0
223,544,544,-45,-85,-5,-45,-45,-15,-35,-35,-75,-75,55,95,15,15,1.0,1.0,0,1,1,0
260,184,184,-40,-15,-43,0,-25,-47,-5,-10,-10,-15,53,45,15,25,1.0,1.0,0,0,1,0
632,547,632,-80,-5,-80,5,-90,-20,-55,-55,-50,-40,30,30,35,35,2.0,0.0,0,0,1,1
7,306,7,10,19,13,-16,-30,20,19,16,-6,41,-13,-13,40,47,1.0,1.0,0,0,0,1
55,317,55,69,-25,15,60,45,50,20,64,60,89,30,20,-45,-40,0.5,1.0,0,0,0,1
580,245,245,-3,37,-8,-30,-98,-5,7,12,-90,-15,-22,-22,38,18,1.0,1.0,0,0,1,0
158,758,158,4,-2,-3,57,15,27,2,4,50,39,7,2,-22,-22,1.0,1.0,1,0,0,1
102,7,102,-18,-19,-18,21,-10,10,-13,-13,45,52,24,24,34,49,1.0,1.0,0,0,0,1
81,362,362,-40,-20,20,-50,-50,-80,0,0,-50,-50,0,60,50,40,1.0,2.0,0,0,1,0
65,142,65,-5,-45,-29,30,-50,14,1,15,-30,5,75,65,-10,-20,0.5,2.0,0,0,0,1
465,247,465,15,-15,40,-35,40,30,15,0,-5,0,-10,0,-10,20,1.0,1.0,0,0,0,1
789,250,250,-20,-26,-10,-63,-60,-57,-26,-6,-63,-43,10,40,60,40,1.0,1.0,0,0,1,0
224,249,249,0,-5,110,-85,-25,-85,-5,10,-35,-20,-110,15,75,65,2.0,2.0,0,0,1,0
232,103,103,20,60,-5,-130,0,-45,45,65,-55,-20,-10,-15,75,90,1.0,1.0,0,0,1,0
727,44,727,-1,19,-8,22,-29,22,20,22,3,30,9,4,10,9,2.0,0.5,0,0,0,1
9,300,9,38,49,48,129,85,15,74,64,129,119,-23,-23,-85,-48,1.0,1.0,0,0,0,1
76,331,76,0,5,-65,30,-10,10,-25,25,30,20,35,20,10,-10,1.0,1.0,0,0,0,1
672,365,672,1,47,0,-10,-35,7,27,42,-45,-15,-20,-6,0,-6,1.0,1.0,0,0,0,1
587,735,735,-25,-7,-7,-35,-7,-17,-5,-35,5,-25,9,-3,47,35,2.0,2.0,0,0,1,0
401,75,401,20,-50,10,30,5,10,0,-10,10,5,40,20,-25,-45,1.0,2.0,0,0,0,1
320,482,320,59,61,13,26,23,23,41,46,41,46,-33,-74,-8,-39,1.0,1.0,0,0,0,1
432,337,432,-10,-5,5,15,5,80,10,35,10,35,10,50,-10,30,1.0,0.5,1,0,0,1
498,385,498,10,20,0,55,-50,50,40,50,-5,55,20,20,-10,-10,2.0,0.5,0,0,0,1
438,746,438,14,56,17,41,11,40,50,42,44,42,-23,-28,-8,-13,1.0,2.0,0,0,0,1
693,5,5,46,45,23,45,16,0,54,58,55,66,-14,-33,-6,-25,0.5,0.5,0,0,0,0
81,400,400,-50,20,30,-45,-40,-25,10,-10,-40,-60,-40,20,45,35,2.0,4.0,0,0,1,0
300,438,438,-36,-49,-41,-74,-41,-23,-16,-21,-41,-46,74,64,74,64,2.0,2.0,0,0,1,0
175,384,175,15,35,30,9,13,8,35,35,9,9,-30,-15,-13,-15,1.0,1.0,0,0,0,1
286,308,286,30,60,38,10,8,5,58,50,8,20,-40,-40,-10,-20,1.0,2.0,0,0,0,1
460,645,645,9,14,40,-21,10,-23,14,28,-16,8,-40,5,-5,20,1.0,2.0,0,0,1,0
68,768,768,8,-26,-24,1,31,-1,-24,13,11,-12,26,31,-21,-21,2.0,1.0,0,0,1,0
675,554,554,-45,-30,-60,-40,-60,-60,-30,-30,-40,-40,60,45,60,45,0.5,2.0,0,1,1,0
49,54,54,-15,-5,5,35,10,-15,0,-10,20,15,0,10,-25,-5,0.5,2.0,0,0,1,0
400,53,400,30,-35,-10,15,-10,15,-20,0,-5,15,25,5,-10,-30,2.0,2.0,0,0,0,1
215,1,1,50,26,31,35,45,-15,26,30,35,55,-31,-46,-45,-30,2.0,2.0,0,0,1,0
384,119,384,5,-20,-50,-15,0,10,-50,5,0,5,20,20,15,15,1.0,1.0,0,0,0,1
530,654,654,-10,60,85,0,50,5,50,45,-20,10,-95,-5,-70,20,2.0,2.0,0,0,0,0
68,88,68,-5,20,-85,-60,10,40,-85,0,-10,-25,-20,-15,40,40,1.0,2.0,0,0,0,1
619,22,22,-13,5,30,-15,-15,-16,10,2,-15,-28,-25,10,15,0,2.0,1.0,0,0,1,0
485,231,485,37,14,-144,14,-144,18,-206,4,-206,4,-76,-47,-76,-47,2.0,1.0,0,0,0,1
743,462,462,-3,-12,12,-48,-2,-23,32,12,-4,-24,32,27,46,27,0.25,2.0,0,0,1,0
710,639,710,44,115,50,0,30,71,105,100,55,60,-60,-59,25,16,1.0,1.0,1,0,0,1
560,4,4,30,23,-58,-22,-55,-15,0,43,-20,20,35,-10,57,12,2.0,1.0,0,0,1,0
301,381,301,-15,-40,-40,-20,-30,80,-15,10,-30,-25,65,65,20,10,1.0,2.0,0,0,0,1
548,187,548,60,40,65,45,45,20,65,60,45,60,-40,-40,-45,-45,1.0,2.0,0,0,0,1
378,189,378,-24,11,62,21,67,8,26,-49,41,-29,-47,-36,-47,-26,1.0,1.0,0,0,0,1
92,415,92,-45,-15,-155,-15,-65,25,-115,5,-65,-45,55,65,15,15,0.5,2.0,0,1,0,1
797,285,797,15,105,75,130,80,75,125,125,130,125,-55,5,-80,-20,2.0,0.5,1,0,0,1
471,538,538,36,8,-62,17,-48,-56,-47,8,-38,17,7,-36,-7,-36,1.0,1.0,0,1,1,0
743,511,511,-23,-10,-13,-46,-37,-17,7,-8,-39,-44,30,25,44,25,2.0,1.0,0,0,1,0
49,671,671,-15,-5,-35,-70,-25,-50,-40,-10,-15,15,0,10,80,100,1.0,2.0,0,0,1,0
179,728,179,62,14,12,44,60,13,12,12,40,38,-14,-64,-64,-68,1.0,1.0,0,0,0,1
481,571,481,21,29,16,11,11,48,34,32,16,14,-11,-18,-6,-18,1.0,1.0,0,0,0,1
787,772,787,-3,3,47,-16,12,-49,20,17,-5,-20,-30,17,-1,-1,1.0,2.0,0,0,1,1
771,669,771,45,35,10,45,75,40,10,15,55,60,-35,-65,-65,-30,0.5,1.0,0,0,0,1
607,417,607,-40,-48,-90,-38,-100,16,-123,-53,-113,-43,15,35,25,35,0.5,2.0,0,1,0,1
493,797,797,18,-70,-45,-110,-55,-28,-20,40,-60,0,95,92,105,92,2.0,2.0,0,1,1,0
260,36,260,-25,13,-30,15,0,27,8,5,15,0,25,17,0,10,1.0,1.0,0,0,0,1
29,111,29,-25,20,-36,-20,9,15,-20,0,-5,-20,-4,5,6,25,2.0,2.0,0,0,0,1
283,414,414,20,-35,-60,-20,-20,-50,-40,30,-25,5,55,45,15,5,2.0,1.0,0,0,1,0
331,135,135,-15,-13,43,-55,-45,-75,13,5,-45,-25,-17,33,55,45,1.0,1.0,0,0,1,0
765,63,63,-21,-67,-27,1,-27,-25,-22,-27,-9,-4,72,61,17,16,1.0,2.0,0,0,1,0
185,332,185,15,-52,-102,6,6,27,-102,-22,6,-4,52,15,-6,-25,2.0,1.0,0,0,0,1
493,768,493,-14,-31,-54,-19,-4,11,-29,8,-9,-32,56,53,14,1,4.0,2.0,0,0,0,1
751,636,636,15,120,0,95,-15,15,100,105,85,105,-20,-30,5,-5,2.0,0.5,0,0,0,0
541,239,541,50,70,80,120,70,40,80,70,120,100,-70,-50,-70,-70,2.0,4.0,1,0,0,1
60,268,268,-50,-82,-62,-30,-50,-6,-58,-48,-35,-35,86,84,45,45,2.0,1.0,0,0,1,0
682,661,682,25,70,-10,50,0,75,55,85,35,55,-5,-10,-15,-20,2.0,1.0,0,0,0,1
301,313,301,-20,5,-20,-5,-5,35,5,5,-5,-30,20,20,5,-5,1.0,1.0,0,0,0,1
334,24,24,-13,60,150,-75,0,-71,60,57,-20,-23,-150,10,55,65,1.0,0.5,0,0,1,0
536,714,714,-41,-7,17,-24,17,-22,-25,-26,15,14,-35,22,22,79,4.0,1.0,0,0,1,0
465,565,465,0,-40,1,-15,21,18,-24,-15,-24,-15,15,25,-30,0,1.0,1.0,0,0,0,1
175,470,175,9,57,52,22,21,44,57,29,17,3,-52,-37,-26,-28,0.5,0.5,0,0,0,1
431,155,155,-30,-65,75,0,65,-60,-15,-10,-25,-10,-25,85,-90,20,1.0,1.0,1,0,1,0
710,167,710,44,96,25,56,15,46,80,100,40,60,-41,-40,-31,-40,2.0,1.0,1,0,0,1
656,338,338,125,30,40,-25,5,0,35,35,0,0,-35,-120,20,-100,1.0,2.0,0,0,0,0
72,237,72,15,10,25,105,55,130,10,10,135,135,-25,-15,-25,15,1.0,1.0,0,0,0,1
302,392,302,-25,-20,-40,-40,-50,20,-40,-35,-25,-10,20,10,65,55,1.0,1.0,0,0,0,1
421,103,103,20,65,20,-10,25,-20,50,70,65,100,-35,-15,50,90,2.0,2.0,1,0,1,0
224,465,465,15,40,130,10,-25,-65,15,25,-35,-5,-155,-30,-20,-30,2.0,0.0,0,0,1,0
389,287,287,-18,10,49,0,49,-35,-1,2,-11,-8,-60,10,-60,10,0.0,0.0,0,0,1,0
290,47,47,10,-10,20,-5,-15,-40,0,-5,-15,-15,-10,-5,5,-20,0.5,2.0,0,0,1,0
710,271,710,-17,15,0,-5,-74,1,55,39,-49,-1,40,41,30,21,2.0,1.0,1,1,0,1
148,723,723,6,71,2,5,40,-8,72,71,25,36,-1,-6,-20,25,0.5,0.5,0,0,1,0
137,193,193,0,50,30,-40,0,-10,55,60,-15,-10,-25,10,25,30,1.0,2.0,0,0,1,0
725,537,537,-9,-9,-67,-43,-63,-15,-51,6,-45,12,25,24,61,64,0.5,2.0,0,0,1,0
54,345,345,10,-5,5,-60,-25,-20,10,5,-40,-10,10,0,45,40,2.0,0.5,0,0,1,0
649,134,649,-10,25,25,-40,-35,8,40,10,-20,10,-10,-5,55,60,1.0,2.0,0,0,0,1
442,130,130,10,10,-25,-40,-25,-25,0,25,-25,0,15,5,40,30,1.0,1.0,0,0,1,0
244,281,244,-5,-15,-5,15,-5,35,5,5,15,15,25,25,5,5,1.0,1.0,0,0,0,1
521,142,521,-9,-79,-23,46,-74,14,-33,-19,-14,21,69,69,14,-16,2.0,1.0,0,0,0,1
130,35,130,-25,-2,3,30,15,44,-7,-10,30,15,-8,17,-15,10,1.0,1.0,0,0,0,1
113,504,504,2,-11,55,-21,10,-15,10,2,0,-8,-34,11,11,11,2.0,1.0,0,0,1,0
569,88,569,-54,-25,-143,-80,-43,36,-130,-45,-30,-45,38,34,93,89,2.0,1.0,0,0,0,1
579,475,475,-5,-11,6,-8,-26,-42,11,0,-20,-19,16,16,14,-6,1.0,1.0,0,0,1,0
205,600,205,0,-70,-5,25,20,25,-20,-20,-20,-20,55,50,-65,-45,2.0,0.5,0,0,0,1
355,173,173,20,55,36,101,57,-23,56,70,97,95,-35,-5,-61,-26,1.0,4.0,0,0,1,0
181,427,427,-50,-145,-50,-125,10,-30,-65,-70,-45,-50,130,125,70,125,1.0,2.0,0,1,1,0
436,292,436,-6,23,-11,33,19,46,3,8,33,8,-9,-9,-19,-19,2.0,0.5,0,0,0,1
593,28,28,10,-10,-10,-36,-26,-65,15,15,-36,-40,35,15,26,-14,1.0,2.0,0,0,1,0
40,367,40,6,-8,-33,-25,-30,5,-8,27,-20,10,33,29,35,29,2.0,1.0,0,0,0,1
85,59,59,0,30,10,15,15,-10,40,35,15,15,0,5,-15,0,1.0,1.0,0,0,1,0
368,75,368,-17,-15,-20,-5,-25,35,35,25,-25,-30,70,57,5,-8,1.0,2.0,0,0,0,1
554,597,554,25,35,45,35,45,31,45,25,45,25,-35,-35,-35,-35,1.0,2.0,1,0,0,1
617,173,617,55,-35,41,96,57,12,-34,-20,92,90,-40,-40,-61,-61,1.0,2.0,0,0,0,1
591,623,623,31,2,6,-43,6,-47,-20,-12,-20,-12,-28,-45,17,0,1.0,1.0,0,0,1,0
35,360,360,10,-53,7,-5,-5,31,2,2,-5,-5,48,45,5,-10,0.5,2.0,0,0,0,0
338,40,40,-41,-57,-37,-20,-35,-20,-32,-36,-10,-16,62,62,45,45,0.0,2.0,0,0,1,0
625,573,573,8,-3,97,42,57,-34,2,0,47,45,-92,-5,-52,-5,1.0,1.0,0,0,1,0
484,175,484,18,-12,-33,-8,-22,6,-7,8,-12,-14,38,2,18,-24,1.0,1.0,0,0,0,1
30,119,30,-5,-5,-51,-20,9,20,-35,20,-5,0,21,30,6,25,0.5,0.5,0,0,0,1
106,423,423,-15,-77,-20,-107,-45,-23,-17,-27,-87,-27,80,65,65,95,1.0,1.0,0,1,1,0
377,704,704,-19,-30,25,-40,30,-46,-10,-9,-20,-9,-5,40,-10,50,1.0,1.0,0,1,1,0
301,75,75,-30,-45,-20,-15,-35,70,5,-5,-35,-40,70,70,15,5,2.0,1.0,0,0,0,0
671,701,701,-31,-74,0,73,0,-28,-35,-36,55,54,39,69,-18,12,1.0,2.0,0,1,1,0
632,490,490,-36,0,-5,-12,-2,-26,20,-11,38,4,25,25,52,52,1.0,1.0,0,0,1,0
566,221,566,-30,-30,-95,-35,-15,15,-80,-15,-35,-50,45,45,15,15,0.5,1.0,0,0,0,1
626,194,194,-1,38,63,-12,0,-13,38,23,8,-2,-63,-14,20,11,1.0,2.0,0,0,1,0
310,336,336,0,-20,-15,-20,-15,-45,-35,-20,-35,-20,0,0,0,0,1.0,1.0,0,0,1,0
232,554,554,-20,25,-25,-60,-5,-15,25,25,-60,-60,25,20,5,20,2.0,4.0,0,1,1,0
19,352,19,-105,0,-5,-45,35,15,45,-80,0,-125,50,25,10,25,1.0,1.0,0,0,0,1
16,742,16,-63,-55,-12,-7,-1,2,-17,-78,9,-33,50,40,17,37,2.0,0.25,0,0,0,1
481,469,481,1,22,-6,-23,-19,27,12,12,-14,-6,-4,-11,28,16,1.0,1.0,0,0,0,1
558,75,75,-25,-67,-35,-20,-40,-10,-17,-27,-40,-45,85,65,20,0,1.0,1.0,0,0,1,0
612,415,612,-30,-28,-165,-15,-65,15,-128,-8,-65,-45,65,50,15,0,2.0,0.5,0,1,0,1
338,452,338,0,15,5,15,-30,10,10,5,-5,25,-10,-10,10,10,0.5,1.0,0,0,0,1
505,155,155,3,-29,-20,16,-30,-65,21,26,-9,6,70,52,5,-13,2.0,2.0,0,0,1,0
432,571,432,0,42,42,42,42,116,47,45,47,45,-37,3,-37,3,1.0,1.0,1,0,0,1
363,10,10,6,37,-25,35,-24,-8,20,41,21,41,8,-2,10,0,2.0,0.5,0,0,1,0
752,368,368,-13,-65,90,-10,90,-30,-10,-23,-10,-23,-35,55,-90,0,1.0,0.0,0,0,1,0
473,100,100,60,15,4,-40,9,-10,20,20,25,30,1,-55,56,10,2.0,2.0,0,0,1,0
411,191,191,-15,15,-5,-45,-45,-10,-30,0,-70,-20,-40,0,20,40,2.0,0.5,0,0,1,0
521,692,521,-24,11,-19,61,-39,15,-29,-34,21,6,-21,-21,-1,-31,2.0,2.0,0,0,0,1
631,549,549,-20,-5,-18,-40,-18,-25,-5,-5,-40,-40,18,20,18,20,1.0,1.0,0,0,1,0
269,206,206,45,94,95,55,65,-14,109,109,40,40,-80,-30,-80,-60,1.0,0.5,0,0,1,0
550,199,550,0,70,40,115,40,85,40,20,85,65,-70,-50,-70,-50,0.5,2.0,1,0,0,1
457,382,457,40,37,148,37,83,-50,32,32,-8,27,-153,-45,-128,-50,1.0,2.0,0,0,1,1
329,665,329,-15,0,15,-20,-15,10,15,20,-15,-10,0,35,20,25,1.0,1.0,0,0,0,1
83,470,83,4,72,82,-2,3,11,72,44,-7,-21,-82,-32,-8,-23,1.0,4.0,0,0,0,1
723,530,723,14,-41,-77,25,-65,28,-76,14,-45,45,42,41,-5,6,1.0,1.0,0,0,0,1
790,293,790,35,67,114,-6,-44,-37,47,57,-46,-16,-134,-45,4,-45,1.0,1.0,0,0,1,1
799,58,58,40,115,25,130,90,-10,125,120,130,130,-15,-35,-90,-40,1.0,1.0,1,0,1,0
124,748,748,31,47,4,-43,-1,-14,19,21,-41,-34,-32,-57,3,-22,1.0,1.0,0,0,1,0
323,596,596,0,-30,0,-30,0,-44,-20,-30,-20,-30,10,0,10,0,1.0,1.0,0,0,1,0
667,290,667,5,20,0,60,30,15,0,5,60,35,-20,-20,-30,-30,1.0,2.0,0,0,0,1
40,54,40,21,47,27,45,20,40,52,42,30,25,-22,-26,-35,-41,2.0,1.0,0,0,0,1
154,707,154,-20,-15,-35,-90,-45,40,5,5,-60,-40,55,40,75,70,2.0,1.0,0,1,0,1
286,131,131,10,15,-15,-40,-25,-45,5,30,-25,0,5,5,40,30,2.0,1.0,0,0,1,0
800,91,800,28,45,65,72,28,10,55,58,68,78,-55,-15,-32,-22,1.0,1.0,1,0,0,1
601,171,171,-13,-11,12,-40,-5,-38,-5,-5,-25,-18,-6,19,20,35,0.5,4.0,0,0,1,0
750,551,551,-41,10,50,-55,-51,-65,10,10,-55,-55,-50,41,51,41,1.0,0.5,0,1,1,0
645,332,645,-9,-25,-75,30,25,19,-75,5,30,20,25,39,-25,-1,0.5,2.0,0,0,0,1
620,625,620,12,45,-20,-30,-30,15,-50,37,-40,7,-75,-20,20,25,1.0,1.0,0,0,0,1
291,296,296,-20,0,-20,10,-50,-5,0,-10,0,20,20,10,40,30,2.0,1.0,0,0,1,0
38,309,309,-24,-3,-22,-40,-42,-10,-5,-13,-42,-30,20,14,40,34,1.0,1.0,0,0,1,0
318,11,11,5,-12,-57,-14,-57,-30,-29,-8,-29,-8,40,-1,42,1,1.0,1.0,0,0,1,0
330,735,735,-30,53,75,-35,45,-39,55,25,5,-25,-73,2,-5,40,1.0,0.5,0,0,1,0
294,473,473,-50,-20,-4,-20,6,-40,-4,-60,-4,-50,20,10,10,20,1.0,2.0,0,0,1,0
466,187,466,35,25,20,25,-5,25,50,45,25,40,5,-15,5,-20,1.0,2.0,0,0,0,1
583,712,583,-50,-70,-37,-40,-27,21,0,-25,-10,-45,107,95,57,45,0.5,1.0,0,1,0,1
224,207,207,45,55,170,25,35,0,55,55,25,25,-170,-45,-35,-45,1.0,1.0,0,0,0,0
420,475,420,25,24,36,86,54,25,46,35,74,75,-14,-14,-66,-36,1.0,1.0,1,0,0,1
363,466,363,-5,20,5,25,10,-50,50,30,55,30,25,15,20,10,2.0,0.5,0,0,1,1
17,330,330,-10,-70,-95,-35,-75,0,-90,-15,-75,-30,75,65,35,15,1.0,1.0,0,0,0,0
577,464,464,6,-55,-57,-13,-47,-16,-77,-45,-35,-3,35,4,25,4,1.0,2.0,0,0,1,0
701,607,701,51,102,30,35,40,42,69,89,22,32,-63,-64,-53,-54,1.0,4.0,1,0,0,1
428,762,428,35,25,10,3,-23,56,10,35,-23,35,-25,-25,-3,-3,2.0,0.5,1,0,0,1
711,721,711,37,23,-32,56,15,31,8,42,55,42,17,-18,-16,-51,2.0,2.0,1,0,0,1
279,21,279,40,75,30,75,35,24,80,80,75,70,-25,-35,-35,-45,2.0,2.0,0,0,0,1
657,528,528,-18,-118,-45,-8,-65,-45,-48,-21,-58,-11,115,115,15,15,2.0,1.0,0,0,1,0
475,702,702,-36,-24,-28,-46,-73,-23,-6,-25,-85,-47,46,35,34,35,1.0,2.0,0,1,1,0
716,766,766,38,22,25,19,34,-19,25,15,34,66,-22,-45,-19,9,1.0,1.0,0,0,1,0
765,207,765,14,8,3,31,13,40,8,8,31,31,-3,-14,-13,-14,1.0,1.0,0,0,0,1
506,166,166,-26,0,-28,-10,-28,-54,0,0,-10,-10,28,26,28,26,1.0,1.0,0,0,1,0
147,34,34,-10,-35,-50,65,40,65,-45,-10,55,35,40,35,-50,-20,0.0,2.0,0,0,0,0
145,392,392,-10,5,-20,-50,-15,-10,-15,-10,-35,-20,0,-5,30,40,1.0,1.0,0,0,1,0
576,312,576,15,38,3,63,28,71,38,38,63,38,-3,-15,-28,-40,1.0,1.0,0,0,0,1
282,6,6,12,21,12,-20,5,-30,27,27,-5,2,-6,-6,10,10,2.0,0.5,0,0,1,0
18,255,255,-10,5,15,5,-20,-40,-10,-30,-20,-30,-30,-25,-5,-25,1.0,1.0,0,0,1,0
165,549,165,6,50,-30,94,20,40,50,50,94,94,30,-6,-20,-6,1.0,1.0,1,0,0,1
444,40,444,4,18,-7,-35,-15,15,43,39,-25,-31,32,17,25,0,1.0,1.0,0,0,0,1
514,509,514,25,50,65,70,-30,10,20,25,10,85,-95,-50,-30,-10,4.0,1.0,0,0,0,1
583,522,583,10,-10,-67,20,-2,21,-30,35,15,15,47,35,-3,-15,0.5,1.0,0,0,0,1
83,294,83,40,90,100,15,15,15,90,80,5,15,-100,-50,-25,-40,1.0,4.0,0,0,0,1
39,703,703,-18,-43,-13,-70,-25,-46,2,-7,-25,-24,58,54,70,64,1.0,1.0,0,1,1,0
16,431,431,10,-25,-110,20,-80,-20,-115,-5,-70,40,20,10,-10,10,2.0,1.0,0,1,1,0
674,171,674,18,83,32,-20,5,17,89,89,-5,2,-26,-12,10,4,1.0,0.5,0,0,0,1
257,227,257,-40,-25,20,-25,50,25,20,5,-25,-55,25,70,-50,10,0.5,2.0,0,0,0,1
67,271,271,-41,-65,-25,-60,-104,0,-25,-41,-104,-56,65,65,60,45,2.0,1.0,0,1,0,0
20,356,20,-5,65,-100,-70,10,125,10,80,-55,-55,45,20,5,20,1.0,2.0,0,0,0,1
265,526,526,15,-5,45,-45,40,-5,5,-10,15,5,-35,-20,20,35,1.0,1.0,1,0,1,0
54,433,54,5,-13,-14,-5,0,14,-9,0,-15,-15,18,8,-10,-15,2.0,0.25,0,0,0,1
669,359,359,-10,-30,-5,5,-5,-40,-30,-30,5,5,5,10,5,10,1.0,0.0,0,0,1,0
118,153,153,-20,-50,-10,-5,-25,-45,-40,5,-10,0,20,75,20,25,0.5,1.0,0,0,1,0
369,542,542,-17,-20,-40,-50,-60,-35,0,10,-20,10,60,47,90,77,1.0,1.0,0,1,1,0
345,533,533,0,-5,-62,-5,-27,-21,-47,10,-7,50,20,15,25,55,1.0,2.0,0,0,1,0
699,223,699,20,-15,-40,100,40,15,-45,-5,70,70,10,-10,-70,-50,1.0,4.0,0,0,0,1
690,242,690,65,58,40,-8,40,15,88,88,22,22,-10,-35,-10,-35,1.0,1.0,0,0,0,1
261,179,261,-5,30,55,-36,-26,30,30,-20,-56,-60,-55,-45,6,-19,1.0,1.0,0,0,0,1
139,53,139,15,5,15,-20,-10,80,20,40,-40,-20,0,20,-10,-15,1.0,1.0,0,0,0,1
701,457,701,31,77,-78,25,-48,78,-39,69,-66,12,-38,-39,-43,-44,4.0,2.0,1,0,0,1
363,597,597,-25,20,-15,20,-15,-34,30,10,30,10,25,15,25,15,4.0,0.5,0,0,1,0
400,659,400,46,10,-21,51,-16,35,-31,16,-11,31,-20,-40,-46,-66,2.0,4.0,0,0,0,1
649,411,649,15,20,-20,40,0,73,-5,35,15,35,-5,0,-25,-20,1.0,1.0,0,0,0,1
446,519,519,4,-10,-7,-70,-35,-12,18,10,-40,-20,35,16,65,46,2.0,0.5,0,0,1,0
443,743,443,-12,-7,-12,-6,-8,37,13,8,-8,-27,32,27,6,-9,2.0,1.0,0,0,0,1
547,565,547,60,-15,51,15,61,8,1,10,6,15,-35,-35,-70,-60,1.0,1.0,0,0,0,1
10,634,634,-11,-2,25,10,24,-32,8,-7,10,-5,-15,6,-24,-4,1.0,1.0,0,0,1,0
552,735,552,20,51,25,30,25,38,53,23,70,40,-23,-48,15,-10,2.0,2.0,1,0,0,1
290,182,182,10,-25,15,-15,-15,-15,-5,-5,-15,-15,5,10,15,-10,1.0,1.0,0,0,1,0
547,127,127,65,5,25,-20,85,0,-25,15,30,20,-55,-55,-35,-25,1.0,1.0,0,0,0,0
572,591,572,-28,38,-23,38,-23,51,12,-5,12,-5,-3,-15,-3,-15,1.0,1.0,0,0,0,1
347,298,298,30,3,43,13,43,-5,33,3,33,3,-13,-30,-23,-40,2.0,1.0,0,0,1,0
621,622,622,-15,-15,-45,-10,-45,-10,-40,10,-80,-30,20,40,-25,-5,2.0,2.0,0,0,1,0
